15.26      -0.156
15.36      -0.134
15.46      -0.09
15.56      -0.054
15.66      -0.024
15.76      -0.006
15.86      -0.005
15.96      -0.005
16.06      -0.005
16.16      -0.004
16.26      -0.002
16.36      0.0
16.46      0.002
16.56      0.002
16.66      -0.001
16.76      -0.002
16.86      -0.002
16.96      -0.002
17.06      -0.002
17.16      -0.001
17.26      0.002
17.36      0.006
17.46      0.013
17.56      0.021
17.66      0.029
17.76      0.041
17.86      0.064
17.96      0.081
18.06      0.093
18.16      0.095
18.26      0.082
18.36      0.07
18.46      0.059
18.56      0.047
18.66      0.03
18.76      0.017
18.86      0.007
18.96      0.004
19.06      0.013
19.16      0.021
19.26      0.027
19.36      0.031
19.46      0.033
19.56      0.033
19.66      0.033
19.76      0.03
19.86      0.022
19.96      0.015
20.06      0.009
20.16      0.005
20.26      0.003
20.36      0.002
20.46      0.001
20.56      0.0
20.66      0.0
20.76      0.0
20.86      0.0
20.96      0.0
21.06      -0.001
21.16      -0.001
21.26      -0.001
21.36      -0.001
21.46      -0.0
21.56      0.0
21.66      0.001
21.76      0.001
21.86      0.0
21.96      -0.0
22.06      -0.0
22.16      0.0
22.26      0.0
22.36      0.001
22.46      0.002
22.56      0.006
22.66      0.015
22.76      0.022
22.86      0.027
22.96      0.031
23.06      0.033
23.16      0.033
23.26      0.033
23.36      0.029
23.46      0.019
23.56      0.011
23.66      0.004
23.76      0.0
23.86      -0.0
23.96      -0.001
24.06      -0.002
24.16      -0.005
24.26      -0.013
24.36      -0.019
24.46      -0.024
24.56      -0.024
24.66      -0.013
24.76      -0.007
24.86      -0.005
24.96      -0.01
25.06      -0.026
25.16      -0.043
25.26      -0.058
25.36      -0.078
25.46      -0.111
25.56      -0.134
25.66      -0.15
25.76      -0.151
25.86      -0.128
25.96      -0.107
26.06      -0.087
26.16      -0.069
26.26      -0.051
26.36      -0.035
26.46      -0.021
26.56      -0.012
26.66      -0.009
26.76      -0.006
26.86      -0.004
26.96      -0.002
27.06      -0.0
27.16      0.001
27.26      0.002
27.36      0.002
27.46      -0.002
27.56      -0.004
27.66      -0.004
27.76      0.0
27.86      0.012
27.96      0.023
28.06      0.032
28.16      0.041
28.26      0.053
28.36      0.06
28.46      0.064
28.56      0.061
28.66      0.046
28.76      0.033
28.86      0.021
28.96      0.013
29.06      0.009
29.16      0.006
29.26      0.002
29.36      -0.001
29.46      -0.005
29.56      -0.008
29.66      -0.011
29.76      -0.015
29.86      -0.021
29.96      -0.025
30.06      -0.027
30.16      -0.026
30.26      -0.02
30.36      -0.014
30.46      -0.008
30.56      -0.004
30.66      -0.003
30.76      -0.001
30.86      0.002
30.96      0.008
31.06      0.02
31.16      0.03
31.26      0.038
31.36      0.044
31.46      0.051
31.56      0.054
31.66      0.056
31.76      0.052
31.86      0.04
31.96      0.029
32.06      0.02
32.16      0.013
32.26      0.009
32.36      0.005
32.46      0.002
32.56      0.0
32.66      0.001
32.76      0.001
32.86      0.001
32.96      0.001
33.06      0.0
33.16      0.0
33.26      -0.0
33.36      0.0
33.46      0.001
33.56      0.001
33.66      0.001
33.76      0.001
33.86      0.0
33.96      0.0
34.06      0.0
34.16      0.0
34.26      0.0
34.36      0.0
34.46      0.0
34.56      0.0
34.66      -0.001
34.76      -0.001
34.86      -0.001
34.96      -0.001
35.06      0.0
35.16      0.001
35.26      0.001
35.36      0.0
35.46      -0.003
35.56      -0.005
35.66      -0.006
35.76      -0.008
35.86      -0.011
35.96      -0.012
36.06      -0.013
36.16      -0.012
36.26      -0.009
36.36      -0.007
36.46      -0.004
36.56      -0.002
36.66      -0.003
36.76      -0.002
36.86      0.0
36.96      0.008
37.06      0.027
37.16      0.041
37.26      0.052
37.36      0.058
37.46      0.057
37.56      0.055
37.66      0.052
37.76      0.045
37.86      0.032
37.96      0.021
38.06      0.01
38.16      0.003
38.26      0.0
38.36      -0.003
38.46      -0.006
38.56      -0.013
38.66      -0.026
38.76      -0.036
38.86      -0.043
38.96      -0.044
39.06      -0.037
39.16      -0.031
39.26      -0.026
39.36      -0.019
39.46      0
